ngram,freq,cumshare,en
אדנאואר,1550,0.763,Adenauer
משינאווא,1550,0.763,From Shinawa
בורגנית,1550,0.763,bourgeois
קולס,1550,0.763,Coles
שרידי,1550,0.763,remains
לקליטת,1550,0.763,to receive
הכ,1549,0.763,the
ונחנאש,1549,0.763,and Nahanash
ציר,1549,0.763,axis
פרלמנטרי,1548,0.763,parliamentary
מיניה,1548,0.763,Minya
אקטואליים,1548,0.763,topical
מחלות,1548,0.763,diseases
םיה,1548,0.763,Sia
יעל,1548,0.763,Yael
הפירמה,1548,0.763,the firm
הפתיעה,1548,0.763,the surprise
ויינברג,1548,0.763,Weinberg
נראות,1547,0.763,visibility
המפותחות,1547,0.763,the developed ones
הבגדים,1547,0.763,the clothes
האמבולנס,1547,0.763,the ambulance
יודית,1547,0.763,Judith
זיקנה,1547,0.763,old age
פיפי,1547,0.763,Pee
העממית,1546,0.763,the popular
האירגון,1546,0.763,the organization
בסקר,1546,0.763,in the survey
החתירה,1546,0.763,rowing
תוכניות,1546,0.763,programs
הפסיכולוג,1546,0.763,the psychologist
האינטרנט,1546,0.763,the Internet
שמשה,1546,0.763,sun
נכתבו,1546,0.763,were written
הסתכם,1545,0.763,amounted to
חילון,1545,0.763,secularism
מקבילות,1545,0.764,parallelism
רקמות,1545,0.764,tissues
הלאומיות,1545,0.764,nationalism
האופנוע,1545,0.764,the motorcycle
בנוער,1545,0.764,in youth
וועדת,1545,0.764,committee
הרוצחים,1544,0.764,the killers
למשך,1544,0.764,for duration
הודשים,1544,0.764,inundated
המחנות,1544,0.764,the camps
לפתור,1544,0.764,to solve
למזלי,1544,0.764,luckily for me
נכסי,1544,0.764,assets
משוכנעת,1544,0.764,convinced
האדום,1544,0.764,the red
ובן,1544,0.764,and a son
הענישה,1543,0.764,the punishment
תה,1543,0.764,tea
בסיפורי,1543,0.764,in my story
איירס,1543,0.764,Ayers
הבינוני,1543,0.764,the medium
תקנה,1542,0.764,regulation
יומרה,1542,0.764,pretentious
באלו,1542,0.764,in these
ביכורים,1542,0.764,debutantes
המסורתיים,1542,0.764,the traditional ones
המצודה,1542,0.764,the citadel
ספירה,1541,0.764,counting
הרזח,1541,0.764,the rascal
בגטאות,1541,0.764,in the ghettos
התלבשות,1541,0.764,dressing
עסקו,1541,0.764,business
אמנותית,1541,0.764,artistic
להתקשר,1541,0.764,contact
השיירות,1541,0.764,the caravans
שורשים,1541,0.764,roots
הדואר,1540,0.764,the mail
כפול,1540,0.764,dual
פניהם,1540,0.764,their faces
והישראלית,1540,0.764,and the Israeli one
הכינוס,1540,0.765,the gathering
רעים,1540,0.765,are bad
נתינת,1540,0.765,giving
סיים,1540,0.765,finished
טנק,1540,0.765,tank
בעיתון,1540,0.765,in the newspaper
קיימא,1540,0.765,sustainable
המדרשית,1539,0.765,The Midrash
בדרכה,1539,0.765,on her way
שחורה,1539,0.765,black
מתיאור,1539,0.765,from description
כמתחייב,1539,0.765,as a pledge
לסבול,1539,0.765,to suffer
חומה,1539,0.765,brown
"מפ""ח",1539,0.765,disappointment
אמונות,1538,0.765,beliefs
האיזור,1538,0.765,the area
עלולים,1538,0.765,might
תורכית,1538,0.765,Turkish
במושג,1538,0.765,in the concept
ללשון,1538,0.765,to the tongue
להתרחש,1538,0.765,to occur
ניקול,1538,0.765,Nicole
רימון,1538,0.765,Pomegranate
השקפות,1538,0.765,views
שירצה,1538,0.765,that he will
סביבתיים,1538,0.765,environmental
בקדנציה,1538,0.765,in the term
שלימות,1537,0.765,completeness
קריטריונים,1537,0.765,criteria
נוסעים,1537,0.765,traveling
תוס,1537,0.765,Thos
מאומה,1537,0.765,anything
התופעות,1537,0.765,the phenomena
קונטרס,1537,0.765,pamphlet
עיקרון,1537,0.765,principle
גזירה,1537,0.765,cutting
לידו,1536,0.765,next to him
הטרנסצנדנטי,1536,0.765,the transcendental
המעקב,1536,0.765,the tracking
בתקציב,1536,0.765,in the budget
והרב,1536,0.766,and the rabbi
חוברות,1536,0.766,pamphlets
השווה,1536,0.766,compare
הנרצחים,1536,0.766,the murdered
למליאה,1535,0.766,to the plenary
מייצג,1535,0.766,represents
הקראי,1535,0.766,the Karai
אוסר,1535,0.766,prohibits
סברא,1535,0.766,Sabra
המחצית,1535,0.766,the half
המדיניים,1535,0.766,the political
רציונליים,1535,0.766,rational
ביצירות,1535,0.766,in works
לשרוד,1534,0.766,survive
אבחן,1534,0.766,diagnostician
לאשה,1534,0.766,to a woman
להיותם,1534,0.766,to be them
הבש,1534,0.766,the dry
טמא,1534,0.766,unclean
כנוסחו,1533,0.766,as worded
תנא,1533,0.766,Tana
בידם,1533,0.766,in their hand
שקשה,1533,0.766,which is difficult
שנא,1533,0.766,hated
ואמרתי,1533,0.766,and I said
הנהן,1533,0.766,nodded
להתבונן,1533,0.766,look
הדובעה,1533,0.766,the speaker
הספירה,1532,0.766,the count
מתר,1532,0.766,a string
והפוליטיות,1532,0.766,and politics
המערער,1532,0.766,the appellant
גנרל,1532,0.766,general
למאבק,1532,0.766,to fight
המילון,1532,0.766,the dictionary
רמברנדט,1532,0.766,Rembrandt
מספק,1532,0.766,supplier
נצצו,1532,0.766,sparkled
התפטרותו,1532,0.766,his resignation
למזכירות,1532,0.766,to the secretariat
רעות,1532,0.766,evil
לשיפור,1532,0.767,for improvement
טיעון,1531,0.767,argument
בסטודיו,1531,0.767,in the studio
באשכנז,1531,0.767,in Ashkenaz
קאעידה,1530,0.767,Qaeda
נגמר,1530,0.767,runs out
כועסת,1530,0.767,angry
חוקרי,1530,0.767,researchers
אשראי,1530,0.767,credit
הקרובים,1530,0.767,the near ones
הכרת,1530,0.767,Acknowledgment
שמר,1530,0.767,kept
מוטל,1530,0.767,imposed
בשאלות,1529,0.767,in questions
ברנס,1529,0.767,burns
בנסיבות,1529,0.767,in the circumstances
בכספי,1529,0.767,with my money
נפצעו,1529,0.767,were injured
הרומנטי,1529,0.767,the romantic
מתנות,1529,0.767,gifts
מהעולם,1529,0.767,from the world
האוטו,1529,0.767,the car
זיהום,1529,0.767,infection
ובעלת,1528,0.767,and a wife
הקרובה,1528,0.767,the nearest
מאירים,1528,0.767,Illuminate
מכפי,1528,0.767,from
פלסטיניים,1528,0.767,Palestinians
הממשי,1528,0.767,the real one
אגריפס,1528,0.767,Agrippa
ברובם,1528,0.767,in most of them
עיונים,1528,0.767,studies
התחתית,1528,0.767,the bottom
מחקרי,1527,0.767,research
צרכיו,1527,0.767,his needs
ליאורה,1527,0.767,Leora
מכות,1527,0.767,beatings
האפיפיור,1527,0.767,the pope
האתיקה,1527,0.767,the ethics
ציוניים,1527,0.767,Zionist
בטענה,1527,0.768,claiming
המעוזים,1527,0.768,the strongholds
גזר,1526,0.768,Carrot
המעברה,1526,0.768,the transition
חדרו,1526,0.768,his room
רמאללה,1526,0.768,Ramallah
גשם,1526,0.768,rain
מבטו,1526,0.768,his look
שווים,1526,0.768,equals
זלדה,1526,0.768,Zelda
תיבת,1526,0.768,box
מחברת,1526,0.768,a notebook
עיצובו,1525,0.768,its design
תיאוריות,1525,0.768,theories
והביא,1525,0.768,and brought
נוקבא,1525,0.768,Nokaba
המלחין,1525,0.768,the composer
ג'ורג',1525,0.768,george
אסטרטגי,1524,0.768,strategic
טומי,1524,0.768,Tommy
המסדרים,1524,0.768,the arrangements
לככ,1524,0.768,so much
קדישא,1524,0.768,Kadisha
בממסד,1524,0.768,in the establishment
מפנה,1524,0.768,turn
במחתרת,1524,0.768,underground
הטייס,1524,0.768,the pilot
להילחם,1523,0.768,to fight
נדונו,1523,0.768,were discussed
נמצאה,1523,0.768,was found
בזוהר,1523,0.768,in the glow
לכוחות,1523,0.768,to the forces
אכפת,1523,0.768,concern
לקריית,1523,0.768,to Kiryat
סיפוריו,1523,0.768,his stories
דמוגרפיים,1523,0.768,demographics
הקבצנים,1523,0.768,the beggars
"כ""ו",1522,0.768,26
חלופיים,1522,0.768,alternatives
למחתרת,1522,0.768,underground
דוריס,1522,0.768,Doris
הקיצוצים,1522,0.769,the cuts
המקצועות,1522,0.769,the professions
מיירי,1522,0.769,Miri
תעדל,1522,0.769,try
יצוין,1522,0.769,will be noted
"וע""י",1521,0.769,and by
בהתפתחות,1521,0.769,in development
הרעיוניים,1521,0.769,the conceptual ones
למשפחה,1520,0.769,to the family
ינשה,1520,0.769,will marry
בערעור,1520,0.769,on appeal
הפרלמנטרי,1520,0.769,the parliamentary
העברות,1520,0.769,transfers
האוטוביוגרפיה,1520,0.769,the autobiography
ההפגנות,1519,0.769,the demonstrations
"יו""ט",1519,0.769,Yot
חוקרת,1519,0.769,investigating
שמביא,1519,0.769,that brings
מסייע,1519,0.769,assisting
אורוול,1519,0.769,Orwell
גייגר,1518,0.769,Geiger
"החמ""ד",1518,0.769,Hamad
במכנסי,1518,0.769,in my pants
השקעות,1518,0.769,investments
שאילו,1518,0.769,they asked
לילד,1518,0.769,to the child
הליברלי,1518,0.769,the liberal
הנגד,1518,0.769,the counter
קראתי,1518,0.769,read
הטירונות,1518,0.769,the apprenticeships
ועומד,1517,0.769,and standing
הטעמים,1517,0.769,the flavors
המאזין,1517,0.769,the listener
בתערוכות,1517,0.769,at exhibitions
שנמשך,1517,0.769,that lasted
ההצעה,1517,0.769,the proposal
וליטף,1517,0.769,and caressed
הרפואית,1517,0.769,the medical
מקפיד,1517,0.769,strict
המודרנה,1517,0.769,the modernity
נצח,1517,0.769,eternity
קיצוני,1517,0.769,extreme
מוטיבים,1517,0.77,motifs
היסודי,1516,0.77,the elementary
בעבודתו,1516,0.77,in his work
לגור,1516,0.77,live
הספק,1516,0.77,power
הנהגה,1516,0.77,leadership
בסצנה,1516,0.77,in the scene
הנוהג,1516,0.77,the practice
מהורהר,1516,0.77,thoughtful
שותף,1516,0.77,partner
בצרפת,1516,0.77,in France
המימסד,1516,0.77,the establishment
פונו,1516,0.77,evicted
הלאכ,1516,0.77,away
הכוהנית,1516,0.77,the priestess
להשוב,1515,0.77,to return
רעש,1515,0.77,noise
דורו,1515,0.77,his generation
פשע,1515,0.77,crime
מחשבת,1515,0.77,thought
ההסכמות,1515,0.77,the agreements
מברית,1515,0.77,from
און,1515,0.77,potency
הורטי,1514,0.77,Horty
דינמיקה,1514,0.77,dynamics
עוצבה,1514,0.77,formation
נמשכים,1514,0.77,continue
הסיקור,1514,0.77,the coverage
סודות,1514,0.77,secrets
גיבור,1514,0.77,a hero
שהצבא,1514,0.77,that the army
ודווקא,1513,0.77,and indeed
בתנועות,1513,0.77,in movements
המנהיגות,1513,0.77,the leadership
ומזה,1513,0.77,and from that
בם,1513,0.77,in them
סרטו,1513,0.77,his film
האמריקאי,1513,0.77,the american
םידוהיה,1513,0.77,her identity
אראלה,1513,0.77,Arela
הנואמים,1512,0.77,the speakers
בביה,1512,0.771,in her
לבה,1512,0.771,lava
עיתונות,1512,0.771,journalism
השליטה,1512,0.771,control
השכנה,1512,0.771,girl next door
קרחת,1512,0.771,baldness
שליליות,1512,0.771,negativity
חירום,1512,0.771,emergency
הסובלנות,1512,0.771,the tolerance
לקבוצה,1511,0.771,to the group
אצביע,1511,0.771,I will vote
ההרים,1511,0.771,the mountains
ובראשם,1511,0.771,and in their head
ניחא,1511,0.771,Niha
שהספקתי,1511,0.771,that I had enough
נעשים,1510,0.771,are made
מבאר,1510,0.771,from a well
שמענו,1510,0.771,we heard
יענקל,1509,0.771,Yankel
שתרמו,1509,0.771,who contributed
ומדוע,1509,0.771,and why
שרווחה,1509,0.771,well-being
חינוכי,1509,0.771,educational
מסחר,1509,0.771,trade
הכרוכות,1509,0.771,the bindings
בטעות,1509,0.771,accidentally
ליחס,1509,0.771,to the attitude
לשירים,1509,0.771,to songs
ולילה,1509,0.771,and night
גרטרוד,1508,0.771,Gertrude
מוצרט,1508,0.771,Mozart
בס,1508,0.771,bass
אורבך,1508,0.771,Orbach
ברצועה,1508,0.771,on a leash
אשמה,1508,0.771,blame
לפרדס,1507,0.771,to the orchard
הוספתי,1507,0.771,I added
שהתבססה,1507,0.771,which was established
החתימה,1507,0.771,the signature
המעות,1507,0.771,the deformity
המסגרת,1507,0.771,the framework
מוסינזון,1507,0.772,Mosinson
אבירם,1507,0.772,Aviram
זרוע,1507,0.772,arm
מקיפה,1506,0.772,comprehensive
פנו,1506,0.772,turned
גרדא,1506,0.772,Gerda
האמהות,1506,0.772,the mothers
אשם,1506,0.772,guilty
ביחסי,1506,0.772,in my relationship
ביקורתו,1506,0.772,his criticism
זיקתו,1506,0.772,his affinity
המבע,1505,0.772,the expression
הרציפות,1505,0.772,the continuity
לנגד,1505,0.772,in front of
כשיש,1505,0.772,when there is
לקשר,1505,0.772,to link
במכונית,1505,0.772,in the car
גרוע,1505,0.772,bad
ההדלקה,1505,0.772,the ignition
הפרסית,1505,0.772,Persian
מסוק,1505,0.772,helicopter
עבורי,1505,0.772,for me
מצביע,1505,0.772,pointer
דומעות,1504,0.772,tears
שארית,1504,0.772,rest
קרטון,1504,0.772,cardboard
התפשטות,1504,0.772,spread
מפלגתו,1504,0.772,his party
דתיות,1504,0.772,religiosity
יתירה,1504,0.772,surplus
שביתת,1504,0.772,strike
התלבטתי,1504,0.772,I hesitated
מכתבך,1504,0.772,your letter
סיירת,1504,0.772,patrol
משוריינים,1504,0.772,Armored
בברית,1503,0.772,in alliance
טוקוויל,1503,0.772,Tocqueville
הלומד,1503,0.772,the learner
בתפקיד,1503,0.772,on duty
הליך,1503,0.772,process
צבור,1503,0.772,public
לבורא,1503,0.772,to the creator
להסיר,1503,0.773,remove
שהכינה,1503,0.773,which prepared
דפיקה,1503,0.773,knock
לשינויים,1502,0.773,for changes
הצלבנים,1502,0.773,the crusaders
המעפילים,1502,0.773,the qualifiers
כלכלת,1502,0.773,economy
סיכון,1502,0.773,risk
המסתורי,1502,0.773,the mysterious
האבודה,1502,0.773,the lost
ההפוגה,1502,0.773,the lull
התכוון,1502,0.773,meant
במפרץ,1501,0.773,in the bay
ארוטי,1501,0.773,erotic
כלא,1501,0.773,prison
דוברים,1501,0.773,speakers
בשעתו,1501,0.773,at the time
נשימתו,1501,0.773,his breath
המפקד,1501,0.773,the commander
מיכה,1501,0.773,Micah
סוכן,1501,0.773,agent
ארליך,1501,0.773,Erlich
בטור,1501,0.773,in a column
בלאו,1501,0.773,Blau
"ראב""ע",1500,0.773,rabbi
דיאלקטי,1500,0.773,dialectical
תארים,1500,0.773,titles
בסמטאות,1500,0.773,in the alleys
מפורטות,1499,0.773,detailed
"ר""ז",1499,0.773,Raz
שמכיון,1499,0.773,from which
סלע,1499,0.773,Sela
בורקות,1498,0.773,burkas
אופייה,1498,0.773,character
קואליציוני,1498,0.773,coalition
מיתית,1498,0.773,mythical
הבולט,1498,0.773,the outstanding
תיאולוגית,1498,0.773,theological
ובספר,1498,0.773,and in the book
נשארה,1497,0.773,stayed
לעיתונות,1497,0.773,to the press
גג,1497,0.773,roof
מקצועיות,1497,0.774,professionalism
החיה,1497,0.774,the animal
המהווה,1497,0.774,which is
המלצותיה,1497,0.774,her recommendations
פלור,1497,0.774,Flor
התשתית,1497,0.774,the infrastructure
מוורשה,1497,0.774,from Warsaw
אנושית,1497,0.774,Humane
שכונה,1497,0.774,neighborhood
מעוררות,1497,0.774,arousing
המפעלים,1497,0.774,the factories
ובעלי,1496,0.774,and my husband
הלוה,1496,0.774,here
שבמרכזו,1496,0.774,in the center of it
סוציאליסטי,1496,0.774,socialist
יכולתו,1496,0.774,his ability
לבדה,1496,0.774,by herself
מנהיגי,1495,0.774,leaders
ממהרת,1495,0.774,in a hurry
מוטי,1495,0.774,Moti
לז,1495,0.774,to
הרפתה,1495,0.774,a barn
יסודיים,1495,0.774,elementary
הסרבנות,1495,0.774,the refusals
לעייפה,1495,0.774,to tired
העבירה,1494,0.774,the offense
במהרה,1494,0.774,soon
המוצבים,1494,0.774,the outposts
ייחוד,1494,0.774,uniqueness
ההרצאה,1494,0.774,the lecture
האגדה,1494,0.774,legend
הפחד,1494,0.774,the fear
מאחוריה,1494,0.774,behind her
מדרשו,1494,0.774,his seminary
היהלומים,1494,0.774,the diamonds
אובדן,1493,0.774,loss
ותא,1493,0.774,and cell
המסופר,1493,0.774,the narrator
ברצף,1493,0.774,in a row
מכונן,1493,0.774,constitutive
בגלריה,1493,0.774,in the gallery
האלילות,1493,0.775,the gods
מו,1493,0.775,mo
בתפיסתו,1493,0.775,in his perception
"וצ""ע",1493,0.775,and C.E
היקום,1493,0.775,the universe
הישיש,1492,0.775,the old man
יגאל,1492,0.775,Yigal
במבטו,1492,0.775,in his look
החוזרים,1492,0.775,the returners
שמיכת,1492,0.775,a blanket
מסוגלת,1492,0.775,capable
השפיע,1492,0.775,influenced
צלע,1491,0.775,rib
מעטפות,1491,0.775,envelopes
מפורסם,1491,0.775,published
הובאו,1491,0.775,were brought
ההתפתחויות,1491,0.775,the developments
עופרה,1491,0.775,Ofra
האידאולוגיים,1491,0.775,the ideologues
ינאו,1490,0.775,Yanao
ירמיהו,1490,0.775,Jeremiah
תאריך,1490,0.775,date
לבתי,1490,0.775,to my daughter
לכלי,1490,0.775,to the vessel
משמר,1490,0.775,guard
הגותו,1490,0.775,the thought
לדמויות,1490,0.775,to the characters
שהתחוללו,1490,0.775,that took place
הטרוריסטים,1490,0.775,the terrorists
ילך,1490,0.775,will go
המסר,1490,0.775,the message
בפרצוף,1489,0.775,in the face
תאולוגי,1489,0.775,theological
השתמש,1489,0.775,use
וינוגרד,1489,0.775,Winograd
"ע""ס",1489,0.775,by
לארשיב,1489,0.775,to file
השליח,1489,0.775,the messenger
צודק,1489,0.775,right
אלוף,1488,0.775,champion
כמהר,1488,0.775,as soon as possible
ואמא,1488,0.775,and mother
ןיבמ,1488,0.776,IBM
צל,1488,0.776,shadow
ההמשכיות,1488,0.776,the continuity
בפשטות,1488,0.776,simply
איפוא,1488,0.776,therefore
לענייני,1488,0.776,for my business
אטום,1488,0.776,atom
והלאה,1488,0.776,and onward
התבוללות,1488,0.776,assimilation
קדומה,1487,0.776,ancient
ביטויים,1487,0.776,expressions
בטריפולי,1487,0.776,in Tripoli
המלאך,1487,0.776,the angel
ןאס,1487,0.776,Nas
ירא,1487,0.776,fear
נפשם,1487,0.776,their soul
מרובים,1487,0.776,multiple
חוקר,1487,0.776,researcher
כין,1487,0.776,ready
מריאן,1487,0.776,Marian
כמוסד,1487,0.776,as an institution
דרשות,1486,0.776,Sermons
שליש,1486,0.776,a third
ואהבת,1486,0.776,and love
הייחוד,1486,0.776,the uniqueness
בברכת,1486,0.776,in blessing
פגישה,1486,0.776,appointment
לעיני,1486,0.776,to my eyes
במכתבים,1486,0.776,in letters
שיקול,1486,0.776,consideration
סולימאן,1486,0.776,Suleiman
המזנון,1485,0.776,the buffet
חישוב,1485,0.776,calculation
מופיעות,1485,0.776,appear
בקצרה,1485,0.776,in short
בחום,1485,0.776,in the heat
העור,1485,0.776,the skin
קהילתי,1485,0.776,communal
אשכול,1484,0.776,cluster
אבידות,1484,0.776,losses
ההסכמים,1484,0.776,the agreements
"לא""י",1484,0.776,to Israel
המסמך,1484,0.777,the document
וד,1484,0.777,and d
הראה,1484,0.777,view
הבריונים,1483,0.777,the bullies
"עיי""ש",1483,0.777,A.I.S
לצמצום,1483,0.777,to reduce
דאינו,1483,0.777,daino
למגמה,1483,0.777,to the trend
היחד,1483,0.777,together
תשלומים,1483,0.777,payments
ברבנות,1483,0.777,in the rabbinate
גלריה,1483,0.777,gallery
הטיפולית,1483,0.777,the therapeutic
מגדה,1483,0.777,Magda
ויהדות,1483,0.777,and Judaism
ז'נבה,1483,0.777,Geneva
תגובת,1482,0.777,reaction
טדי,1482,0.777,teddy
הכמים,1482,0.777,the quantities
להתגייר,1482,0.777,convert
בפנינו,1482,0.777,before us
נערה,1482,0.777,girl
הבורגנית,1482,0.777,the bourgeois
ברגל,1482,0.777,by foot
בעומק,1482,0.777,in depth
צפיפות,1481,0.777,density
הפרנסים,1481,0.777,the breadwinners
אלטמן,1481,0.777,Altman
פגם,1481,0.777,defect
מעירה,1481,0.777,comment
אמנון,1481,0.777,tilapia
בביהכנ,1481,0.777,in your house
וינגייט,1481,0.777,Wingate
קאמר,1481,0.777,Kamer
פרשיות,1481,0.777,Affaires
וודאי,1481,0.777,certainly
ציוד,1480,0.777,equipment
השתתקה,1480,0.777,she shut up
ירצה,1480,0.777,will want
הקבוצתית,1480,0.777,the group
קצב,1480,0.777,rate
הרוחניות,1480,0.777,spirituality
בנקודת,1480,0.777,at the point
העליונות,1480,0.778,the supremacy
הבר,1479,0.778,the bar
ברכבת,1478,0.778,by train
לדוד,1478,0.778,to David
כתובת,1478,0.778,address
המרקסיזם,1478,0.778,Marxism
"חי""ר",1478,0.778,infantry
אהבתי,1478,0.778,I liked
האידיאה,1477,0.778,the idea
העבריין,1477,0.778,the offender
שימור,1477,0.778,conservation
מונולוג,1477,0.778,monologue
הנידון,1477,0.778,the condemned
הקיבוציים,1477,0.778,the kibbutzim
באותיות,1477,0.778,in letters
בז'נבה,1476,0.778,in Geneva
בתורכיה,1476,0.778,in Turkey
הגג,1476,0.778,the roof
פואטי,1476,0.778,poetic
ענק,1476,0.778,huge
שצוטטו,1476,0.778,quoted
נאנחה,1475,0.778,sigh
האוטוביוגרפי,1475,0.778,the autobiographical
חלופה,1475,0.778,alternative
מובנים,1475,0.778,understood
קימרלינג,1475,0.778,Kimmerling
האוכלוסיות,1475,0.778,the populations
בווילנה,1475,0.778,in Vilnius
ינאי,1475,0.778,Yanai
חולצת,1474,0.778,shirt
יונתן,1474,0.778,Jonathan
ערבייה,1474,0.778,Arabic
נכי,1474,0.778,disabled
אינגה,1474,0.778,Inga
יו,1474,0.778,Yu
חוא,1474,0.778,Hua
המרקסיסטית,1474,0.778,Marxist
עיתון,1474,0.778,newspaper
להוראה,1473,0.778,for teaching
מורג,1473,0.778,Morag
המדענים,1473,0.778,the scientists
שנחשב,1473,0.778,considered
שיכון,1473,0.779,apartment block
מעורבותו,1473,0.779,his involvement
תושבים,1473,0.779,residents
באוזנו,1472,0.779,in his ear
"עכ""פ",1472,0.779,ACP
בדף,1472,0.779,on the page
למתן,1472,0.779,to moderate
הדרכון,1472,0.779,the passport
צרתה,1472,0.779,her trouble
הפלשתינאי,1472,0.779,the palestinian
הופיעו,1472,0.779,appeared
כוחן,1472,0.779,their strength
רחבים,1472,0.779,wide
הוצבו,1471,0.779,placed
לגימה,1471,0.779,sip
הכורכר,1471,0.779,the kurkar
נביל,1471,0.779,wilting
אוטובוסים,1471,0.779,buses
חיו,1471,0.779,lived
והצבעה,1471,0.779,and voting
אליאס,1471,0.779,Elias
הקטגוריה,1471,0.779,the category
ידיהם,1471,0.779,their hands
טריטוריה,1471,0.779,territory
מניעת,1471,0.779,prevention
מתחם,1470,0.779,compound
לשידורי,1470,0.779,for broadcast
חלקה,1470,0.779,smooth
ובדרך,1470,0.779,and on the way
שממשלת,1470,0.779,that government
השיח',1470,0.779,the sheikh
עמוסה,1470,0.779,loaded
בהיים,1470,0.779,at home
זית,1470,0.779,olive
אמריקאיים,1470,0.779,Americans
דיברו,1470,0.779,spoke
בסלע,1469,0.779,in a rock
מאלפת,1469,0.779,instructive
הזכר,1469,0.779,the male
אחאב,1469,0.779,Ahab
אוטונומי,1469,0.779,autonomous
החוכמה,1469,0.779,the wisdom
סרטן,1469,0.779,cancer
עמדתו,1469,0.78,his position
וע,1469,0.78,and
להסתיר,1469,0.78,hide
החושך,1469,0.78,the darkness
לנכים,1469,0.78,for the disabled
הרוויזיוניסטים,1468,0.78,the revisionists
סופו,1468,0.78,the end
האקטיביזם,1468,0.78,activism
אתנו,1468,0.78,with us
מתעוררת,1468,0.78,waking up
משוגע,1468,0.78,crazy
בפלסטינה,1468,0.78,in Palestine
השתלבות,1468,0.78,integration
נחמה,1468,0.78,comfort
ההפצצות,1468,0.78,the bombings
הדמוקרטיות,1468,0.78,the democracies
מבצעי,1468,0.78,operational
הקזינו,1467,0.78,the casino
מג,1467,0.78,Mag
להכריע,1467,0.78,determine
האוזנר,1467,0.78,Hausner
לכבוש,1467,0.78,Conquer
לחופי,1467,0.78,to the coast
הוראת,1467,0.78,instruction
הפתרונות,1467,0.78,the solutions
מיהו,1467,0.78,who is
ציונות,1467,0.78,Zionism
הסמנטי,1467,0.78,the semantic
האידאלי,1466,0.78,the ideal
האחורי,1466,0.78,the back
קלר,1466,0.78,Keller
מונית,1466,0.78,cab
רפי,1466,0.78,Rafi
ריקודי,1466,0.78,dancey
ונכנסתי,1466,0.78,And I entered
קלח,1466,0.78,cob
במעבר,1466,0.78,in transit
ברובד,1465,0.78,in a layer
החקלאית,1465,0.78,the farmer
השורר,1465,0.78,the ruler
שבמקרה,1465,0.78,which by the way
הטיילת,1465,0.78,the boardwalk
עמאר,1465,0.781,Amar
בסמינר,1465,0.781,at the seminar
האוניברסליות,1465,0.781,the universality
עוזר,1465,0.781,assistant
העשורים,1465,0.781,the decades
לאגודת,1465,0.781,to the association
ביטון,1464,0.781,Bitton
הקנאות,1464,0.781,the bigotry
צירוף,1464,0.781,combination
יבנה,1464,0.781,Yavne
טברסקי,1464,0.781,Tversky
תמים,1464,0.781,innocent
הגורל,1464,0.781,fate
לפסנתר,1464,0.781,to the piano
במישרין,1464,0.781,directly
ממשלתיים,1464,0.781,governmental
אייר,1463,0.781,air
נרטיבים,1463,0.781,narratives
בבעיה,1463,0.781,in trouble
מוגבלת,1463,0.781,limited
נבחנת,1463,0.781,tested
בוגר,1463,0.781,graduate
התחקיר,1463,0.781,the investigation
התערבות,1463,0.781,intervention
המונולוג,1463,0.781,the monologue
הידיים,1462,0.781,the hands
לאסוף,1462,0.781,pick up
בעיקרו,1462,0.781,mainly
לחיבור,1462,0.781,to connect
העובדות,1462,0.781,the facts
קנטור,1462,0.781,teasing
פירשו,1461,0.781,interpreted
הרעיוני,1461,0.781,the conceptual
דירקטורים,1461,0.781,directors
הזיעה,1461,0.781,the sweat
שמרבית,1461,0.781,that most
ההסתייגות,1461,0.781,the disclaimer
נפוליאון,1461,0.781,Napoleon
למימוש,1461,0.781,for realization
שבלב,1461,0.781,in the heart
הפרסומים,1461,0.781,the publications
האוקראינית,1461,0.781,Ukrainian
האמנציפציה,1460,0.781,the emancipation
לגיטימי,1460,0.782,legitimate
דולר,1460,0.782,dollar
האנרגיה,1460,0.782,the energy
במסגרות,1460,0.782,in frames
היריד,1460,0.782,the fair
התאולוגית,1460,0.782,theological
לניו,1460,0.782,to new
האלקי,1460,0.782,Halki
קליין,1460,0.782,Klein
שהילדים,1459,0.782,that the children
משמעותיים,1459,0.782,significant
תוהה,1459,0.782,wondering
השרעי,1459,0.782,Sharia
ברטנורא,1459,0.782,Bartanora
סלאמה,1459,0.782,Salama
וסייעו,1459,0.782,and helped
לחכות,1459,0.782,wait
סימטריה,1458,0.782,symmetry
שייכת,1458,0.782,belongs
שיריה,1458,0.782,her song
עליונות,1458,0.782,superiority
בתוקף,1458,0.782,effect
צורני,1458,0.782,formal
ירמגל,1458,0.782,Yarmgal
מיטל,1458,0.782,Mittal
בועז,1458,0.782,Boaz
מזויפים,1457,0.782,fake
צימרמן,1457,0.782,Zimmerman
קופת,1457,0.782,cash register
אליאור,1457,0.782,Elior
להופיע,1457,0.782,appear
החשמונאית,1457,0.782,Hasmonean
פרוטה,1457,0.782,a penny
המאור,1457,0.782,the light
ירוק,1457,0.782,green
רוסיים,1457,0.782,Russians
םוקמ,1457,0.782,raised
העקירה,1457,0.782,the displacement
הצצתי,1456,0.782,I peeked
בריטיים,1456,0.782,British
ברומן,1456,0.782,in a novel
בורא,1456,0.782,creator
הבולים,1456,0.782,the stamps
לשירותים,1456,0.783,to the bathroom
לרשותך,1456,0.783,at your disposal
